order_id,order_date,product_id,product_name,category,region,customer_segment,list_price,selling_price,discount_percent,unit_cost,quantity_sold,revenue,gross_profit,gross_margin_percent
2542,2024-10-16,P009,Headset,Accessories,South,Small Business,90,90.0,0,45,3,270.0,135.0,50.0
2543,2024-09-21,P005,Office Chair,Furniture,South,Small Business,250,200.0,20,140,10,2000.0,600.0,30.0
2544,2024-05-24,P008,Monitor 32 inch,Electronics,West,Small Business,350,315.0,10,230,4,1260.0,340.0,26.98
2545,2024-02-19,P002,Laptop Pro,Electronics,North,Enterprise,1200,1080.0,10,850,7,7560.0,1610.0,21.3
2546,2024-03-26,P005,Office Chair,Furniture,West,Small Business,250,200.0,20,140,9,1800.0,540.0,30.0
2547,2024-12-29,P009,Headset,Accessories,South,Enterprise,90,63.0,30,45,5,315.0,90.0,28.57
2548,2024-01-22,P009,Headset,Accessories,East,Small Business,90,76.5,15,45,5,382.5,157.5,41.18
2549,2024-08-14,P004,Keyboard,Accessories,North,Small Business,65,45.5,30,30,8,364.0,124.0,34.07
2550,2024-04-02,P008,Monitor 32 inch,Electronics,North,Enterprise,350,280.0,20,230,10,2800.0,500.0,17.86
2551,2024-12-26,P003,Wireless Mouse,Accessories,North,Enterprise,40,40.0,0,18,6,240.0,132.0,55.0
2552,2024-01-25,P005,Office Chair,Furniture,South,Small Business,250,250.0,0,140,5,1250.0,550.0,44.0
2553,2024-01-20,P007,Monitor 24 inch,Electronics,East,Enterprise,180,171.0,5,110,6,1026.0,366.0,35.67
2554,2024-07-24,P010,Webcam,Accessories,East,Enterprise,120,120.0,0,70,11,1320.0,550.0,41.67
2555,2024-04-25,P007,Monitor 24 inch,Electronics,East,Consumer,180,171.0,5,110,8,1368.0,488.0,35.67
2556,2024-01-01,P007,Monitor 24 inch,Electronics,South,Consumer,180,162.0,10,110,8,1296.0,416.0,32.1
2557,2024-03-11,P007,Monitor 24 inch,Electronics,South,Small Business,180,171.0,5,110,6,1026.0,366.0,35.67
2558,2024-06-09,P010,Webcam,Accessories,North,Enterprise,120,120.0,0,70,7,840.0,350.0,41.67
2559,2024-11-01,P009,Headset,Accessories,South,Small Business,90,90.0,0,45,10,900.0,450.0,50.0
2560,2024-03-09,P003,Wireless Mouse,Accessories,West,Small Business,40,36.0,10,18,8,288.0,144.0,50.0
2561,2024-09-24,P001,Laptop Basic,Electronics,North,Small Business,700,560.0,20,480,13,7280.0,1040.0,14.29
2562,2024-05-30,P001,Laptop Basic,Electronics,North,Enterprise,700,595.0,15,480,6,3570.0,690.0,19.33
2563,2024-07-03,P005,Office Chair,Furniture,West,Enterprise,250,237.5,5,140,12,2850.0,1170.0,41.05
2564,2024-08-01,P006,Standing Desk,Furniture,East,Enterprise,600,600.0,0,390,3,1800.0,630.0,35.0
2565,2024-01-13,P001,Laptop Basic,Electronics,West,Consumer,700,630.0,10,480,8,5040.0,1200.0,23.81
2566,2024-06-09,P005,Office Chair,Furniture,South,Enterprise,250,225.0,10,140,8,1800.0,680.0,37.78
2567,2024-12-02,P010,Webcam,Accessories,East,Enterprise,120,96.0,20,70,12,1152.0,312.0,27.08
2568,2024-07-22,P004,Keyboard,Accessories,East,Enterprise,65,58.5,10,30,7,409.5,199.5,48.72
2569,2024-06-05,P007,Monitor 24 inch,Electronics,East,Consumer,180,135.0,25,110,13,1755.0,325.0,18.52
2570,2024-08-16,P008,Monitor 32 inch,Electronics,West,Small Business,350,297.5,15,230,3,892.5,202.5,22.69
2571,2024-03-10,P009,Headset,Accessories,West,Enterprise,90,81.0,10,45,5,405.0,180.0,44.44
2572,2024-09-03,P002,Laptop Pro,Electronics,East,Consumer,1200,1020.0,15,850,5,5100.0,850.0,16.67
2573,2024-09-09,P007,Monitor 24 inch,Electronics,South,Consumer,180,171.0,5,110,4,684.0,244.0,35.67
2574,2024-10-23,P004,Keyboard,Accessories,West,Small Business,65,45.5,30,30,8,364.0,124.0,34.07
2575,2024-04-11,P005,Office Chair,Furniture,North,Consumer,250,200.0,20,140,7,1400.0,420.0,30.0
2576,2024-09-04,P008,Monitor 32 inch,Electronics,East,Small Business,350,280.0,20,230,11,3080.0,550.0,17.86
2577,2024-03-17,P007,Monitor 24 inch,Electronics,North,Small Business,180,180.0,0,110,4,720.0,280.0,38.89
2578,2024-09-04,P004,Keyboard,Accessories,West,Enterprise,65,58.5,10,30,14,819.0,399.0,48.72
2579,2024-09-10,P005,Office Chair,Furniture,North,Enterprise,250,250.0,0,140,12,3000.0,1320.0,44.0
2580,2024-02-05,P002,Laptop Pro,Electronics,South,Consumer,1200,1080.0,10,850,6,6480.0,1380.0,21.3
2581,2024-09-22,P002,Laptop Pro,Electronics,South,Consumer,1200,1020.0,15,850,10,10200.0,1700.0,16.67
2582,2024-11-08,P004,Keyboard,Accessories,South,Enterprise,65,58.5,10,30,6,351.0,171.0,48.72
2583,2024-11-12,P005,Office Chair,Furniture,North,Enterprise,250,237.5,5,140,9,2137.5,877.5,41.05
2584,2024-12-11,P010,Webcam,Accessories,West,Small Business,120,96.0,20,70,4,384.0,104.0,27.08
2585,2024-05-26,P007,Monitor 24 inch,Electronics,South,Consumer,180,162.0,10,110,9,1458.0,468.0,32.1
2586,2024-06-12,P005,Office Chair,Furniture,East,Enterprise,250,212.5,15,140,6,1275.0,435.0,34.12
2587,2024-12-01,P004,Keyboard,Accessories,West,Consumer,65,58.5,10,30,3,175.5,85.5,48.72
2588,2024-07-02,P008,Monitor 32 inch,Electronics,South,Consumer,350,297.5,15,230,7,2082.5,472.5,22.69
2589,2024-05-16,P009,Headset,Accessories,West,Consumer,90,81.0,10,45,7,567.0,252.0,44.44
2590,2024-08-12,P010,Webcam,Accessories,East,Enterprise,120,108.0,10,70,8,864.0,304.0,35.19
2591,2024-09-16,P004,Keyboard,Accessories,South,Small Business,65,58.5,10,30,13,760.5,370.5,48.72
2592,2024-02-08,P003,Wireless Mouse,Accessories,North,Enterprise,40,36.0,10,18,6,216.0,108.0,50.0
2593,2024-10-08,P004,Keyboard,Accessories,North,Small Business,65,58.5,10,30,7,409.5,199.5,48.72
2594,2024-08-01,P004,Keyboard,Accessories,West,Small Business,65,61.75,5,30,3,185.25,95.25,51.42
2595,2024-04-26,P006,Standing Desk,Furniture,West,Small Business,600,450.0,25,390,9,4050.0,540.0,13.33
2596,2024-03-27,P008,Monitor 32 inch,Electronics,South,Small Business,350,315.0,10,230,7,2205.0,595.0,26.98
2597,2024-10-30,P010,Webcam,Accessories,East,Consumer,120,102.0,15,70,4,408.0,128.0,31.37
2598,2024-01-15,P008,Monitor 32 inch,Electronics,West,Small Business,350,315.0,10,230,8,2520.0,680.0,26.98
2599,2024-07-11,P001,Laptop Basic,Electronics,West,Enterprise,700,700.0,0,480,5,3500.0,1100.0,31.43
2600,2024-04-17,P007,Monitor 24 inch,Electronics,North,Small Business,180,144.0,20,110,14,2016.0,476.0,23.61
2601,2024-07-30,P001,Laptop Basic,Electronics,East,Consumer,700,665.0,5,480,7,4655.0,1295.0,27.82
2602,2024-03-09,P004,Keyboard,Accessories,East,Consumer,65,48.75,25,30,4,195.0,75.0,38.46
2603,2024-07-06,P007,Monitor 24 inch,Electronics,West,Enterprise,180,153.0,15,110,9,1377.0,387.0,28.1
2604,2024-08-06,P010,Webcam,Accessories,West,Small Business,120,120.0,0,70,1,120.0,50.0,41.67
2605,2024-11-15,P010,Webcam,Accessories,South,Enterprise,120,84.0,30,70,4,336.0,56.0,16.67
2606,2024-02-03,P002,Laptop Pro,Electronics,South,Consumer,1200,1080.0,10,850,10,10800.0,2300.0,21.3
2607,2024-10-15,P004,Keyboard,Accessories,North,Enterprise,65,65.0,0,30,4,260.0,140.0,53.85
2608,2024-07-12,P010,Webcam,Accessories,West,Enterprise,120,102.0,15,70,10,1020.0,320.0,31.37
2609,2024-03-27,P007,Monitor 24 inch,Electronics,West,Consumer,180,144.0,20,110,11,1584.0,374.0,23.61
2610,2024-05-19,P005,Office Chair,Furniture,South,Enterprise,250,187.5,25,140,12,2250.0,570.0,25.33
2611,2024-02-28,P009,Headset,Accessories,South,Consumer,90,90.0,0,45,4,360.0,180.0,50.0
2612,2024-05-25,P001,Laptop Basic,Electronics,North,Enterprise,700,490.0,30,480,5,2450.0,50.0,2.04
2613,2024-04-11,P007,Monitor 24 inch,Electronics,North,Enterprise,180,162.0,10,110,10,1620.0,520.0,32.1
2614,2024-02-14,P004,Keyboard,Accessories,East,Enterprise,65,61.75,5,30,11,679.25,349.25,51.42
2615,2024-01-16,P002,Laptop Pro,Electronics,North,Small Business,1200,1140.0,5,850,6,6840.0,1740.0,25.44
2616,2024-06-01,P008,Monitor 32 inch,Electronics,South,Consumer,350,332.5,5,230,3,997.5,307.5,30.83
2617,2024-11-13,P010,Webcam,Accessories,South,Small Business,120,120.0,0,70,4,480.0,200.0,41.67
2618,2024-11-18,P004,Keyboard,Accessories,East,Consumer,65,65.0,0,30,4,260.0,140.0,53.85
2619,2024-06-27,P010,Webcam,Accessories,North,Enterprise,120,102.0,15,70,7,714.0,224.0,31.37
2620,2024-10-23,P003,Wireless Mouse,Accessories,East,Enterprise,40,38.0,5,18,8,304.0,160.0,52.63
2621,2024-07-03,P004,Keyboard,Accessories,East,Enterprise,65,52.0,20,30,6,312.0,132.0,42.31
2622,2024-11-04,P005,Office Chair,Furniture,West,Consumer,250,212.5,15,140,8,1700.0,580.0,34.12
2623,2024-01-07,P002,Laptop Pro,Electronics,North,Small Business,1200,1140.0,5,850,11,12540.0,3190.0,25.44
2624,2024-07-18,P004,Keyboard,Accessories,West,Consumer,65,52.0,20,30,6,312.0,132.0,42.31
2625,2024-01-08,P001,Laptop Basic,Electronics,North,Enterprise,700,630.0,10,480,7,4410.0,1050.0,23.81
2626,2024-03-07,P007,Monitor 24 inch,Electronics,South,Small Business,180,144.0,20,110,9,1296.0,306.0,23.61
2627,2024-10-14,P007,Monitor 24 inch,Electronics,East,Enterprise,180,162.0,10,110,9,1458.0,468.0,32.1
2628,2024-04-19,P007,Monitor 24 inch,Electronics,West,Consumer,180,171.0,5,110,9,1539.0,549.0,35.67
2629,2024-09-13,P001,Laptop Basic,Electronics,West,Small Business,700,560.0,20,480,6,3360.0,480.0,14.29
2630,2024-03-09,P007,Monitor 24 inch,Electronics,South,Consumer,180,126.0,30,110,10,1260.0,160.0,12.7
2631,2024-01-15,P001,Laptop Basic,Electronics,East,Enterprise,700,700.0,0,480,8,5600.0,1760.0,31.43
2632,2024-11-01,P003,Wireless Mouse,Accessories,South,Small Business,40,36.0,10,18,4,144.0,72.0,50.0
2633,2024-10-28,P002,Laptop Pro,Electronics,East,Small Business,1200,1020.0,15,850,8,8160.0,1360.0,16.67
2634,2024-02-25,P002,Laptop Pro,Electronics,West,Small Business,1200,900.0,25,850,7,6300.0,350.0,5.56
2635,2024-02-04,P007,Monitor 24 inch,Electronics,East,Enterprise,180,153.0,15,110,1,153.0,43.0,28.1
2636,2024-12-08,P005,Office Chair,Furniture,South,Small Business,250,225.0,10,140,14,3150.0,1190.0,37.78
2637,2024-04-18,P008,Monitor 32 inch,Electronics,East,Small Business,350,350.0,0,230,8,2800.0,960.0,34.29
2638,2024-01-24,P007,Monitor 24 inch,Electronics,West,Consumer,180,144.0,20,110,13,1872.0,442.0,23.61
2639,2024-06-26,P009,Headset,Accessories,West,Small Business,90,81.0,10,45,9,729.0,324.0,44.44
2640,2024-03-13,P010,Webcam,Accessories,West,Consumer,120,114.0,5,70,5,570.0,220.0,38.6
2641,2024-07-01,P010,Webcam,Accessories,West,Small Business,120,90.0,25,70,4,360.0,80.0,22.22
2642,2024-05-21,P010,Webcam,Accessories,West,Consumer,120,84.0,30,70,9,756.0,126.0,16.67
2643,2024-01-28,P006,Standing Desk,Furniture,North,Small Business,600,540.0,10,390,8,4320.0,1200.0,27.78
2644,2024-03-21,P004,Keyboard,Accessories,South,Small Business,65,61.75,5,30,6,370.5,190.5,51.42
2645,2024-07-24,P001,Laptop Basic,Electronics,East,Enterprise,700,560.0,20,480,1,560.0,80.0,14.29
2646,2024-07-13,P007,Monitor 24 inch,Electronics,North,Consumer,180,144.0,20,110,8,1152.0,272.0,23.61
2647,2024-03-29,P005,Office Chair,Furniture,North,Small Business,250,250.0,0,140,13,3250.0,1430.0,44.0
2648,2024-05-13,P007,Monitor 24 inch,Electronics,South,Small Business,180,180.0,0,110,14,2520.0,980.0,38.89
2649,2024-03-14,P001,Laptop Basic,Electronics,North,Consumer,700,630.0,10,480,9,5670.0,1350.0,23.81
2650,2024-06-22,P010,Webcam,Accessories,South,Consumer,120,120.0,0,70,6,720.0,300.0,41.67
2651,2024-04-07,P010,Webcam,Accessories,North,Consumer,120,102.0,15,70,8,816.0,256.0,31.37
2652,2024-07-16,P002,Laptop Pro,Electronics,East,Enterprise,1200,1080.0,10,850,5,5400.0,1150.0,21.3
2653,2024-02-06,P008,Monitor 32 inch,Electronics,East,Consumer,350,280.0,20,230,9,2520.0,450.0,17.86
2654,2024-11-30,P005,Office Chair,Furniture,East,Small Business,250,237.5,5,140,4,950.0,390.0,41.05
2655,2024-12-02,P009,Headset,Accessories,South,Small Business,90,76.5,15,45,8,612.0,252.0,41.18
2656,2024-01-06,P005,Office Chair,Furniture,East,Enterprise,250,250.0,0,140,11,2750.0,1210.0,44.0
2657,2024-03-17,P006,Standing Desk,Furniture,South,Enterprise,600,540.0,10,390,9,4860.0,1350.0,27.78
2658,2024-05-18,P007,Monitor 24 inch,Electronics,North,Enterprise,180,144.0,20,110,5,720.0,170.0,23.61
2659,2024-12-30,P009,Headset,Accessories,North,Consumer,90,90.0,0,45,12,1080.0,540.0,50.0
2660,2024-05-31,P003,Wireless Mouse,Accessories,East,Consumer,40,30.0,25,18,8,240.0,96.0,40.0
2661,2024-06-28,P005,Office Chair,Furniture,North,Consumer,250,225.0,10,140,8,1800.0,680.0,37.78
2662,2024-01-19,P003,Wireless Mouse,Accessories,East,Consumer,40,36.0,10,18,9,324.0,162.0,50.0
2663,2024-07-04,P007,Monitor 24 inch,Electronics,North,Consumer,180,144.0,20,110,1,144.0,34.0,23.61
2664,2024-09-22,P007,Monitor 24 inch,Electronics,East,Enterprise,180,162.0,10,110,5,810.0,260.0,32.1
2665,2024-03-15,P005,Office Chair,Furniture,South,Enterprise,250,200.0,20,140,6,1200.0,360.0,30.0
2666,2024-09-02,P007,Monitor 24 inch,Electronics,West,Small Business,180,171.0,5,110,11,1881.0,671.0,35.67
2667,2024-09-18,P002,Laptop Pro,Electronics,West,Consumer,1200,1080.0,10,850,3,3240.0,690.0,21.3
2668,2024-10-07,P010,Webcam,Accessories,West,Small Business,120,96.0,20,70,9,864.0,234.0,27.08
2669,2024-11-20,P005,Office Chair,Furniture,West,Enterprise,250,225.0,10,140,5,1125.0,425.0,37.78
2670,2024-10-14,P002,Laptop Pro,Electronics,East,Consumer,1200,1140.0,5,850,7,7980.0,2030.0,25.44
2671,2024-08-20,P006,Standing Desk,Furniture,North,Small Business,600,450.0,25,390,5,2250.0,300.0,13.33
2672,2024-03-22,P001,Laptop Basic,Electronics,East,Enterprise,700,630.0,10,480,6,3780.0,900.0,23.81
2673,2024-01-07,P004,Keyboard,Accessories,South,Small Business,65,61.75,5,30,7,432.25,222.25,51.42
2674,2024-11-24,P003,Wireless Mouse,Accessories,East,Enterprise,40,36.0,10,18,7,252.0,126.0,50.0
2675,2024-03-10,P001,Laptop Basic,Electronics,North,Enterprise,700,630.0,10,480,5,3150.0,750.0,23.81
2676,2024-08-13,P001,Laptop Basic,Electronics,North,Consumer,700,490.0,30,480,1,490.0,10.0,2.04
2677,2024-11-23,P005,Office Chair,Furniture,West,Enterprise,250,225.0,10,140,5,1125.0,425.0,37.78
2678,2024-07-13,P005,Office Chair,Furniture,West,Small Business,250,225.0,10,140,5,1125.0,425.0,37.78
2679,2024-05-26,P002,Laptop Pro,Electronics,West,Small Business,1200,960.0,20,850,9,8640.0,990.0,11.46
2680,2024-06-15,P010,Webcam,Accessories,North,Small Business,120,120.0,0,70,5,600.0,250.0,41.67
2681,2024-01-29,P009,Headset,Accessories,West,Enterprise,90,81.0,10,45,5,405.0,180.0,44.44
2682,2024-05-19,P006,Standing Desk,Furniture,South,Consumer,600,540.0,10,390,11,5940.0,1650.0,27.78
2683,2024-11-23,P005,Office Chair,Furniture,West,Enterprise,250,237.5,5,140,6,1425.0,585.0,41.05
2684,2024-09-28,P009,Headset,Accessories,West,Consumer,90,67.5,25,45,9,607.5,202.5,33.33
2685,2024-07-28,P003,Wireless Mouse,Accessories,South,Enterprise,40,36.0,10,18,5,180.0,90.0,50.0
2686,2024-09-18,P008,Monitor 32 inch,Electronics,East,Consumer,350,262.5,25,230,11,2887.5,357.5,12.38
2687,2024-08-18,P004,Keyboard,Accessories,South,Small Business,65,65.0,0,30,7,455.0,245.0,53.85
2688,2024-06-27,P006,Standing Desk,Furniture,West,Small Business,600,600.0,0,390,4,2400.0,840.0,35.0
2689,2024-04-11,P003,Wireless Mouse,Accessories,East,Enterprise,40,38.0,5,18,10,380.0,200.0,52.63
2690,2024-09-13,P003,Wireless Mouse,Accessories,West,Enterprise,40,36.0,10,18,7,252.0,126.0,50.0
2691,2024-05-08,P010,Webcam,Accessories,East,Small Business,120,114.0,5,70,11,1254.0,484.0,38.6
2692,2024-09-14,P008,Monitor 32 inch,Electronics,East,Enterprise,350,245.0,30,230,11,2695.0,165.0,6.12
2693,2024-05-15,P003,Wireless Mouse,Accessories,South,Small Business,40,38.0,5,18,6,228.0,120.0,52.63
2694,2024-01-05,P008,Monitor 32 inch,Electronics,West,Small Business,350,350.0,0,230,8,2800.0,960.0,34.29
2695,2024-03-13,P008,Monitor 32 inch,Electronics,North,Enterprise,350,350.0,0,230,8,2800.0,960.0,34.29
2696,2024-12-22,P007,Monitor 24 inch,Electronics,East,Enterprise,180,171.0,5,110,12,2052.0,732.0,35.67
2697,2024-03-21,P002,Laptop Pro,Electronics,East,Consumer,1200,1140.0,5,850,5,5700.0,1450.0,25.44
2698,2024-08-15,P005,Office Chair,Furniture,South,Consumer,250,200.0,20,140,3,600.0,180.0,30.0
2699,2024-01-29,P003,Wireless Mouse,Accessories,East,Enterprise,40,36.0,10,18,7,252.0,126.0,50.0
2700,2024-12-05,P006,Standing Desk,Furniture,West,Consumer,600,450.0,25,390,5,2250.0,300.0,13.33
2701,2024-03-28,P005,Office Chair,Furniture,North,Small Business,250,212.5,15,140,7,1487.5,507.5,34.12
2702,2024-06-18,P008,Monitor 32 inch,Electronics,West,Small Business,350,315.0,10,230,12,3780.0,1020.0,26.98
2703,2024-05-07,P003,Wireless Mouse,Accessories,East,Small Business,40,40.0,0,18,8,320.0,176.0,55.0
2704,2024-07-05,P001,Laptop Basic,Electronics,South,Consumer,700,665.0,5,480,9,5985.0,1665.0,27.82
2705,2024-04-08,P005,Office Chair,Furniture,South,Small Business,250,225.0,10,140,15,3375.0,1275.0,37.78
2706,2024-03-07,P001,Laptop Basic,Electronics,West,Consumer,700,525.0,25,480,7,3675.0,315.0,8.57
2707,2024-05-03,P002,Laptop Pro,Electronics,East,Enterprise,1200,1080.0,10,850,6,6480.0,1380.0,21.3
2708,2024-09-29,P008,Monitor 32 inch,Electronics,North,Consumer,350,350.0,0,230,8,2800.0,960.0,34.29
2709,2024-03-21,P001,Laptop Basic,Electronics,South,Enterprise,700,665.0,5,480,5,3325.0,925.0,27.82
2710,2024-08-04,P002,Laptop Pro,Electronics,East,Small Business,1200,960.0,20,850,9,8640.0,990.0,11.46
2711,2024-09-11,P008,Monitor 32 inch,Electronics,East,Enterprise,350,332.5,5,230,4,1330.0,410.0,30.83
2712,2024-09-27,P002,Laptop Pro,Electronics,South,Enterprise,1200,1080.0,10,850,5,5400.0,1150.0,21.3
2713,2024-02-18,P006,Standing Desk,Furniture,East,Consumer,600,570.0,5,390,1,570.0,180.0,31.58
2714,2024-04-16,P004,Keyboard,Accessories,North,Small Business,65,45.5,30,30,7,318.5,108.5,34.07
2715,2024-08-01,P006,Standing Desk,Furniture,South,Enterprise,600,600.0,0,390,6,3600.0,1260.0,35.0
2716,2024-10-21,P007,Monitor 24 inch,Electronics,East,Consumer,180,144.0,20,110,8,1152.0,272.0,23.61
2717,2024-10-06,P008,Monitor 32 inch,Electronics,South,Consumer,350,315.0,10,230,15,4725.0,1275.0,26.98
2718,2024-03-01,P008,Monitor 32 inch,Electronics,North,Consumer,350,332.5,5,230,11,3657.5,1127.5,30.83
2719,2024-12-19,P006,Standing Desk,Furniture,West,Consumer,600,570.0,5,390,10,5700.0,1800.0,31.58
2720,2024-12-30,P007,Monitor 24 inch,Electronics,South,Enterprise,180,171.0,5,110,2,342.0,122.0,35.67
2721,2024-01-16,P008,Monitor 32 inch,Electronics,East,Enterprise,350,350.0,0,230,9,3150.0,1080.0,34.29
2722,2024-01-09,P009,Headset,Accessories,South,Small Business,90,85.5,5,45,9,769.5,364.5,47.37
2723,2024-01-04,P001,Laptop Basic,Electronics,West,Small Business,700,700.0,0,480,9,6300.0,1980.0,31.43
2724,2024-05-20,P010,Webcam,Accessories,West,Small Business,120,102.0,15,70,5,510.0,160.0,31.37
2725,2024-10-12,P009,Headset,Accessories,West,Small Business,90,72.0,20,45,8,576.0,216.0,37.5
2726,2024-05-16,P008,Monitor 32 inch,Electronics,West,Consumer,350,332.5,5,230,9,2992.5,922.5,30.83
2727,2024-08-20,P008,Monitor 32 inch,Electronics,East,Small Business,350,332.5,5,230,6,1995.0,615.0,30.83
2728,2024-02-23,P006,Standing Desk,Furniture,East,Consumer,600,600.0,0,390,9,5400.0,1890.0,35.0
2729,2024-06-17,P006,Standing Desk,Furniture,West,Consumer,600,510.0,15,390,10,5100.0,1200.0,23.53
2730,2024-10-27,P007,Monitor 24 inch,Electronics,East,Small Business,180,153.0,15,110,7,1071.0,301.0,28.1
2731,2024-11-04,P010,Webcam,Accessories,East,Enterprise,120,120.0,0,70,4,480.0,200.0,41.67
2732,2024-09-17,P003,Wireless Mouse,Accessories,North,Consumer,40,40.0,0,18,2,80.0,44.0,55.0
2733,2024-10-14,P006,Standing Desk,Furniture,East,Small Business,600,540.0,10,390,7,3780.0,1050.0,27.78
2734,2024-04-09,P009,Headset,Accessories,South,Consumer,90,81.0,10,45,5,405.0,180.0,44.44
2735,2024-09-14,P004,Keyboard,Accessories,North,Enterprise,65,52.0,20,30,6,312.0,132.0,42.31
2736,2024-02-12,P003,Wireless Mouse,Accessories,South,Consumer,40,36.0,10,18,9,324.0,162.0,50.0
2737,2024-06-03,P002,Laptop Pro,Electronics,North,Consumer,1200,1080.0,10,850,9,9720.0,2070.0,21.3
2738,2024-06-30,P007,Monitor 24 inch,Electronics,West,Consumer,180,153.0,15,110,6,918.0,258.0,28.1
2739,2024-10-24,P002,Laptop Pro,Electronics,West,Consumer,1200,1140.0,5,850,5,5700.0,1450.0,25.44
2740,2024-05-04,P006,Standing Desk,Furniture,North,Enterprise,600,510.0,15,390,7,3570.0,840.0,23.53
2741,2024-08-11,P004,Keyboard,Accessories,East,Enterprise,65,65.0,0,30,11,715.0,385.0,53.85
2742,2024-09-05,P007,Monitor 24 inch,Electronics,West,Enterprise,180,135.0,25,110,2,270.0,50.0,18.52
2743,2024-06-30,P009,Headset,Accessories,North,Enterprise,90,81.0,10,45,6,486.0,216.0,44.44
2744,2024-02-25,P001,Laptop Basic,Electronics,East,Consumer,700,560.0,20,480,4,2240.0,320.0,14.29
2745,2024-04-16,P005,Office Chair,Furniture,South,Consumer,250,212.5,15,140,10,2125.0,725.0,34.12
2746,2024-03-03,P003,Wireless Mouse,Accessories,South,Enterprise,40,30.0,25,18,9,270.0,108.0,40.0
2747,2024-09-09,P010,Webcam,Accessories,South,Enterprise,120,90.0,25,70,8,720.0,160.0,22.22
2748,2024-06-28,P009,Headset,Accessories,East,Small Business,90,76.5,15,45,5,382.5,157.5,41.18
2749,2024-04-16,P008,Monitor 32 inch,Electronics,North,Enterprise,350,280.0,20,230,4,1120.0,200.0,17.86
2750,2024-09-22,P001,Laptop Basic,Electronics,North,Small Business,700,560.0,20,480,9,5040.0,720.0,14.29
2751,2024-06-05,P001,Laptop Basic,Electronics,South,Consumer,700,595.0,15,480,7,4165.0,805.0,19.33
2752,2024-02-09,P001,Laptop Basic,Electronics,West,Small Business,700,665.0,5,480,5,3325.0,925.0,27.82
2753,2024-01-12,P009,Headset,Accessories,South,Consumer,90,85.5,5,45,7,598.5,283.5,47.37
2754,2024-02-03,P009,Headset,Accessories,North,Consumer,90,81.0,10,45,7,567.0,252.0,44.44
2755,2024-09-04,P007,Monitor 24 inch,Electronics,South,Enterprise,180,153.0,15,110,10,1530.0,430.0,28.1
2756,2024-01-31,P010,Webcam,Accessories,West,Enterprise,120,114.0,5,70,9,1026.0,396.0,38.6
2757,2024-02-13,P007,Monitor 24 inch,Electronics,West,Consumer,180,180.0,0,110,7,1260.0,490.0,38.89
2758,2024-10-01,P001,Laptop Basic,Electronics,North,Consumer,700,490.0,30,480,8,3920.0,80.0,2.04
2759,2024-05-01,P002,Laptop Pro,Electronics,South,Small Business,1200,960.0,20,850,9,8640.0,990.0,11.46
2760,2024-10-08,P002,Laptop Pro,Electronics,North,Consumer,1200,1200.0,0,850,8,9600.0,2800.0,29.17
2761,2024-06-18,P002,Laptop Pro,Electronics,West,Consumer,1200,1140.0,5,850,3,3420.0,870.0,25.44
2762,2024-08-02,P002,Laptop Pro,Electronics,East,Small Business,1200,900.0,25,850,11,9900.0,550.0,5.56
2763,2024-10-10,P005,Office Chair,Furniture,South,Enterprise,250,250.0,0,140,14,3500.0,1540.0,44.0
2764,2024-01-31,P006,Standing Desk,Furniture,West,Enterprise,600,510.0,15,390,11,5610.0,1320.0,23.53
2765,2024-02-01,P003,Wireless Mouse,Accessories,North,Small Business,40,38.0,5,18,11,418.0,220.0,52.63
2766,2024-03-17,P003,Wireless Mouse,Accessories,West,Enterprise,40,38.0,5,18,6,228.0,120.0,52.63
2767,2024-05-15,P002,Laptop Pro,Electronics,West,Enterprise,1200,960.0,20,850,12,11520.0,1320.0,11.46
2768,2024-05-09,P002,Laptop Pro,Electronics,West,Enterprise,1200,1020.0,15,850,9,9180.0,1530.0,16.67
2769,2024-02-06,P005,Office Chair,Furniture,East,Consumer,250,237.5,5,140,11,2612.5,1072.5,41.05
2770,2024-11-15,P010,Webcam,Accessories,West,Enterprise,120,108.0,10,70,8,864.0,304.0,35.19
2771,2024-02-03,P006,Standing Desk,Furniture,West,Enterprise,600,420.0,30,390,4,1680.0,120.0,7.14
2772,2024-09-03,P006,Standing Desk,Furniture,North,Consumer,600,540.0,10,390,7,3780.0,1050.0,27.78
2773,2024-12-22,P003,Wireless Mouse,Accessories,North,Consumer,40,28.0,30,18,10,280.0,100.0,35.71
2774,2024-08-29,P008,Monitor 32 inch,Electronics,West,Enterprise,350,262.5,25,230,6,1575.0,195.0,12.38
2775,2024-10-25,P003,Wireless Mouse,Accessories,North,Consumer,40,36.0,10,18,8,288.0,144.0,50.0
2776,2024-05-25,P008,Monitor 32 inch,Electronics,West,Enterprise,350,332.5,5,230,6,1995.0,615.0,30.83
2777,2024-02-05,P007,Monitor 24 inch,Electronics,East,Enterprise,180,144.0,20,110,5,720.0,170.0,23.61
2778,2024-02-20,P001,Laptop Basic,Electronics,North,Small Business,700,560.0,20,480,1,560.0,80.0,14.29
2779,2024-10-09,P002,Laptop Pro,Electronics,South,Small Business,1200,1080.0,10,850,1,1080.0,230.0,21.3
2780,2024-02-04,P004,Keyboard,Accessories,East,Enterprise,65,58.5,10,30,5,292.5,142.5,48.72
2781,2024-10-15,P007,Monitor 24 inch,Electronics,East,Consumer,180,162.0,10,110,6,972.0,312.0,32.1
